 Kenya,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,1636.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,825.0,number female,810.0,2007,number of immigrants,1396.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,679.0,number female,717.0,2008,number of immigrants,2218.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,1080.0,number female,1137.0,2009,number of immigrants,2546.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,1293.0,number female,1249.0,2010,number of immigrants,3043.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,1522.0,number female,1521.0
 Korea,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,17668.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,7172.0,number female,10431.0,2007,number of immigrants,17628.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,7136.0,number female,10481.0,2008,number of immigrants,22759.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,9183.0,number female,13557.0,2009,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2010,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,
" Korea, North",2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,28.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New Jersey,Leading countries of birth,,number male,13.0,number female,15.0,2010,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,
" Korea, South",2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,17576.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,7514.0,number female,10054.0,2010,number of immigrants,11170.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,4972.0,number female,6192.0
 Kosovo,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,89.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,52.0,number female,37.0,2009,number of immigrants,397.0,Occupation,Service occupations,Leading states of permanent residence,New York,Leading countries of birth,,number male,216.0,number female,181.0,2010,number of immigrants,590.0,Occupation,Service occupations,Leading states of permanent residence,New York,Leading countries of birth,,number male,319.0,number female,271.0
 Kuwait,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,903.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,460.0,number female,442.0,2007,number of immigrants,755.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,402.0,number female,352.0,2008,number of immigrants,1031.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,573.0,number female,458.0,2009,number of immigrants,1152.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,693.0,number female,459.0,2010,number of immigrants,919.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,514.0,number female,405.0
 Kyrgyzstan,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,246.0,Occupation,Students or children,Leading states of permanent residence,Washington,Leading countries of birth,,number male,79.0,number female,167.0,2007,number of immigrants,331.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Washington,Leading countries of birth,,number male,107.0,number female,224.0,2008,number of immigrants,361.0,Occupation,Students or children,Leading states of permanent residence,Washington,Leading countries of birth,,number male,128.0,number female,233.0,2009,number of immigrants,338.0,Occupation,Students or children,Leading states of permanent residence,Washington,Leading countries of birth,,number male,105.0,number female,233.0,2010,number of immigrants,380.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Washington,Leading countries of birth,,number male,121.0,number female,259.0
 Laos,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,4114.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,1864.0,number female,2226.0,2007,number of immigrants,3787.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,1728.0,number female,2053.0,2008,number of immigrants,5553.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,2486.0,number female,3056.0,2009,number of immigrants,3081.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,1433.0,number female,1641.0,2010,number of immigrants,2743.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,1178.0,number female,1561.0
 Latvia,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,347.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,131.0,number female,216.0,2007,number of immigrants,327.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,117.0,number female,210.0,2008,number of immigrants,455.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,172.0,number female,283.0,2009,number of immigrants,404.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,157.0,number female,247.0,2010,number of immigrants,342.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,111.0,number female,231.0
 Lebanon,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,3393.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,1619.0,number female,1766.0,2007,number of immigrants,2779.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,1375.0,number female,1401.0,2008,number of immigrants,3399.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,1764.0,number female,1633.0,2009,number of immigrants,3787.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,2076.0,number female,1710.0,2010,number of immigrants,3266.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,1724.0,number female,1541.0
 Liberia,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,2193.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Minnesota,Leading countries of birth,,number male,924.0,number female,1267.0,2007,number of immigrants,1815.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Minnesota,Leading countries of birth,,number male,749.0,number female,1066.0,2008,number of immigrants,2468.0,Occupation,Students or children,Leading states of permanent residence,Pennsylvania,Leading countries of birth,,number male,1069.0,number female,1399.0,2009,number of immigrants,2767.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Pennsylvania,Leading countries of birth,,number male,1254.0,number female,1512.0,2010,number of immigrants,3360.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Pennsylvania,Leading countries of birth,,number male,1535.0,number female,1825.0
 Libya,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,142.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,63.0,number female,79.0,2007,number of immigrants,136.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,70.0,number female,65.0,2008,number of immigrants,198.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,111.0,number female,87.0,2009,number of immigrants,249.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,154.0,number female,95.0,2010,number of immigrants,173.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,91.0,number female,82.0
 Lithuania,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,964.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Illinois,Leading countries of birth,,number male,358.0,number female,606.0,2007,number of immigrants,819.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Illinois,Leading countries of birth,,number male,278.0,number female,541.0,2008,number of immigrants,969.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Illinois,Leading countries of birth,,number male,356.0,number female,613.0,2009,number of immigrants,786.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Illinois,Leading countries of birth,,number male,298.0,number female,488.0,2010,number of immigrants,843.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Illinois,Leading countries of birth,,number male,289.0,number female,554.0
 Luxembourg,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2010,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,
 Macau,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,163.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,63.0,number female,100.0,2007,number of immigrants,158.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,79.0,number female,77.0,2008,number of immigrants,181.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,79.0,number female,102.0,2009,number of immigrants,158.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,76.0,number female,82.0,2010,number of immigrants,94.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,50.0,number female,44.0
 Macedonia,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,837.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,390.0,number female,446.0,2007,number of immigrants,597.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Illinois,Leading countries of birth,,number male,297.0,number female,300.0,2008,number of immigrants,756.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,New Jersey,Leading countries of birth,,number male,366.0,number female,390.0,2009,number of immigrants,741.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New Jersey,Leading countries of birth,,number male,376.0,number female,365.0,2010,number of immigrants,682.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,356.0,number female,326.0
 Madagascar,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,36.0,Occupation,Sales and office occupations,Leading states of permanent residence,Florida,Leading countries of birth,,number male,13.0,number female,23.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,43.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,21.0,number female,22.0,2009,number of immigrants,49.0,Occupation,Students or children,Leading states of permanent residence,Georgia,Leading countries of birth,,number male,17.0,number female,32.0,2010,number of immigrants,55.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Maryland,Leading countries of birth,,number male,21.0,number female,34.0
 Malawi,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,67.0,Occupation,Sales and office occupations,Leading states of permanent residence,California,Leading countries of birth,,number male,27.0,number female,40.0,2007,number of immigrants,46.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Texas,Leading countries of birth,,number male,22.0,number female,24.0,2008,number of immigrants,64.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,26.0,number female,38.0,2009,number of immigrants,58.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,29.0,number female,29.0,2010,number of immigrants,80.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,35.0,number female,45.0
 Malaysia,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,1264.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,525.0,number female,738.0,2007,number of immigrants,1217.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,543.0,number female,674.0,2008,number of immigrants,1705.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,720.0,number female,984.0,2009,number of immigrants,1178.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,499.0,number female,678.0,2010,number of immigrants,1211.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,552.0,number female,659.0
 Mali,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,118.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,80.0,number female,38.0,2007,number of immigrants,93.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,75.0,number female,18.0,2008,number of immigrants,124.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,94.0,number female,30.0,2009,number of immigrants,149.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,122.0,number female,27.0,2010,number of immigrants,200.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,151.0,number female,49.0
 Malta,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,86.0,Occupation,Service occupations,Leading states of permanent residence,New York,Leading countries of birth,,number male,50.0,number female,36.0,2007,number of immigrants,66.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,32.0,number female,33.0,2008,number of immigrants,71.0,Occupation,Sales and office occupations,Leading states of permanent residence,New York,Leading countries of birth,,number male,33.0,number female,38.0,2009,number of immigrants,72.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,36.0,number female,36.0,2010,number of immigrants,46.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,18.0,number female,28.0
 Marshall Islands,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,29.0,Occupation,Students or children,Leading states of permanent residence,Virginia,Leading countries of birth,,number male,21.0,number female,8.0,2010,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,
 Martinique,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,23.0,Occupation,Students or children,Leading states of permanent residence,New Jersey,Leading countries of birth,,number male,12.0,number female,11.0,2010,number of immigrants,14.0,Occupation,Students or children,Leading states of permanent residence,Colorado,Leading countries of birth,,number male,6.0,number female,8.0
 Mauritania,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,106.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,90.0,number female,16.0,2007,number of immigrants,72.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Ohio,Leading countries of birth,,number male,62.0,number female,10.0,2008,number of immigrants,122.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Ohio,Leading countries of birth,,number male,106.0,number female,16.0,2009,number of immigrants,175.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,New York,Leading countries of birth,,number male,156.0,number female,19.0,2010,number of immigrants,281.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,Ohio,Leading countries of birth,,number male,232.0,number female,49.0
 Mauritius,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,65.0,Occupation,Sales and office occupations,Leading states of permanent residence,Virginia,Leading countries of birth,,number male,29.0,number female,36.0,2007,number of immigrants,55.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,25.0,number female,30.0,2008,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2009,number of immigrants,89.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,41.0,number female,48.0,2010,number of immigrants,79.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,New Jersey,Leading countries of birth,,number male,38.0,number female,41.0
 Mexico,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,83979.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,42111.0,number female,41664.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,231815.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,104315.0,number female,127456.0,2009,number of immigrants,111630.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,57494.0,number female,54088.0,2010,number of immigrants,67062.0,Occupation,"Production, transportation, and material moving occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,34549.0,number female,32502.0
" Micronesia, Federated States of",2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,41.0,Occupation,Students or children,Leading states of permanent residence,Hawaii,Leading countries of birth,,number male,30.0,number female,11.0,2007,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2008,number of immigrants,62.0,Occupation,Students or children,Leading states of permanent residence,Washington,Leading countries of birth,,number male,46.0,number female,16.0,2009,number of immigrants,125.0,Occupation,Military,Leading states of permanent residence,Washington,Leading countries of birth,,number male,96.0,number female,29.0,2010,number of immigrants,84.0,Occupation,Students or children,Leading states of permanent residence,Texas,Leading countries of birth,,number male,66.0,number female,18.0
 Moldova,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,988.0,Occupation,Students or children,Leading states of permanent residence,New York,Leading countries of birth,,number male,419.0,number female,569.0,2007,number of immigrants,1068.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,463.0,number female,605.0,2008,number of immigrants,1328.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,556.0,number female,772.0,2009,number of immigrants,1239.0,Occupation,Students or children,Leading states of permanent residence,Washington,Leading countries of birth,,number male,545.0,number female,694.0,2010,number of immigrants,1235.0,Occupation,Students or children,Leading states of permanent residence,Washington,Leading countries of birth,,number male,543.0,number female,692.0
 Mongolia,2003,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2004,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2005,number of immigrants,,Occupation,,Leading states of permanent residence,,Leading countries of birth,,number male,,number female,,2006,number of immigrants,60.0,Occupation,Students or children,Leading states of permanent residence,California,Leading countries of birth,,number male,13.0,number female,47.0,2007,number of immigrants,53.0,Occupation,Service occupations,Leading states of permanent residence,Colorado,Leading countries of birth,,number male,7.0,number female,46.0,2008,number of immigrants,129.0,Occupation,Service occupations,Leading states of permanent residence,California,Leading countries of birth,,number male,23.0,number female,106.0,2009,number of immigrants,137.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,Virginia,Leading countries of birth,,number male,31.0,number female,106.0,2010,number of immigrants,157.0,Occupation,"Management, professional, and related occupations",Leading states of permanent residence,California,Leading countries of birth,,number male,33.0,number female,124.0
